"349190600","BIELSKO-BIA£A","2015","01",6.7,"",4.3,"",1.5,"",5.4,"",78.7,"",966.6,"",1015.8,"",27.0,"",44.7,""
"349190600","BIELSKO-BIA£A","2015","02",5.2,"",2.4,"",.7,"",5.0,"",77.1,"",968.8,"",1018.2,"",23.9,"",28.2,""
"349190600","BIELSKO-BIA£A","2015","03",4.7,"",3.1,"",4.8,"",5.9,"",69.9,"",972.2,"",1021.1,"",44.1,"",19.1,""
"349190600","BIELSKO-BIA£A","2015","04",5.4,"",2.8,"",8.6,"",6.7,"",62.4,"",970.3,"",1018.3,"",41.2,"",12.6,""
"349190600","BIELSKO-BIA£A","2015","05",5.9,"",2.1,"",12.6,"",10.5,"",73.1,"",968.9,"",1016.2,"",66.3,"",63.0,""
"349190600","BIELSKO-BIA£A","2015","06",5.2,"",2.2,"",17.1,"",12.7,"",66.4,"",971.6,"",1018.3,"",20.8,"",25.7,""
"349190600","BIELSKO-BIA£A","2015","07",4.0,"",2.6,"",.0,"8",.0,"8",.0,"8",969.3,"",.0,"8",13.6,"",96.2,""
"349190600","BIELSKO-BIA£A","2015","08",3.4,"",2.0,"",21.7,"",15.3,"",60.8,"",970.9,"",1016.8,"",23.5,"",2.7,""
"349190600","BIELSKO-BIA£A","2015","09",5.7,"",2.4,"",14.8,"",12.0,"",72.5,"",971.1,"",1018.2,"",18.5,"",59.0,""
"349190600","BIELSKO-BIA£A","2015","10",5.4,"",2.0,"",8.1,"",8.7,"",80.2,"",972.9,"",1021.2,"",21.5,"",13.7,""
"349190600","BIELSKO-BIA£A","2015","11",5.7,"",3.5,"",6.5,"",7.5,"",75.3,"",970.1,"",1018.6,"",32.8,"",47.2,""
"349190600","BIELSKO-BIA£A","2015","12",5.0,"",3.5,"",5.4,"",7.0,"",76.3,"",980.0,"",1029.1,"",4.4,"",17.9,""
"349190625","ZAKOPANE","2015","01",6.8,"",1.8,"",-1.3,"",4.6,"",80.3,"",913.8,"",759.4,"",23.1,"",61.5,""
"349190625","ZAKOPANE","2015","02",5.4,"",1.3,"",-2.4,"",4.1,"",79.4,"",915.6,"",775.5,"",27.8,"",21.2,""
"349190625","ZAKOPANE","2015","03",4.8,"",1.6,"",1.3,"",4.8,"",73.0,"",919.6,"",809.0,"",37.0,"",29.9,""
"349190625","ZAKOPANE","2015","04",5.7,"",2.0,"",5.1,"",5.6,"",65.3,"",918.0,"",.0,"8",40.9,"",28.0,""
"349190625","ZAKOPANE","2015","05",6.1,"",1.5,"",9.9,"",9.1,"",75.5,"",917.5,"",.0,"8",83.3,"",100.7,""
"349190625","ZAKOPANE","2015","06",5.5,"",1.3,"",14.3,"",11.4,"",71.5,"",920.9,"",.0,"8",52.0,"",31.3,""
"349190625","ZAKOPANE","2015","07",4.6,"",1.5,"",17.7,"",13.2,"",66.5,"",919.6,"",.0,"8",27.4,"",35.9,""
"349190625","ZAKOPANE","2015","08",3.8,"",1.1,"",18.2,"",14.0,"",68.8,"",921.4,"",.0,"8",33.0,"",2.5,""
"349190625","ZAKOPANE","2015","09",5.8,"",1.4,"",12.3,"",10.8,"",76.6,"",920.1,"",.0,"8",84.9,"",75.3,""
"349190625","ZAKOPANE","2015","10",5.5,"",1.0,"",5.8,"",7.8,"",83.8,"",921.0,"",.0,"8",24.5,"",36.1,""
"349190625","ZAKOPANE","2015","11",5.4,"",1.8,"",3.7,"",6.3,"",76.0,"",918.2,"",.0,"8",26.6,"",37.1,""
"349190625","ZAKOPANE","2015","12",5.0,"",1.5,"",1.8,"",5.7,"",80.4,"",927.4,"",.0,"8",10.8,"",11.7,""
"349190650","KASPROWY WIERCH","2015","01",6.9,"",9.2,"",-7.5,"",3.2,"",88.8,"",791.6,"",1432.8,"",78.8,"",87.9,""
"349190650","KASPROWY WIERCH","2015","02",4.5,"",6.3,"",-6.6,"",2.7,"",72.0,"",793.3,"",1447.5,"",41.9,"",37.1,""
